TPA,BENEFL,Clarity Benefit Solutions,77 Brant Avenue,Suite 206,Clark,NJ,07066,,,,,
PLN,BENEFL,BENGOC,GreenWave Organization Corp.,DCP,DCA,20200801            ,20210731            ,,20211031            ,90,0.00,5000.00
PLN,BENEFL,BENGOC,GreenWave Organization Corp.,FSA,MED,20180801            ,20190731            ,,20191031            ,90,0.00,2650.00
PLN,BENEFL,BENGOC,GreenWave Organization Corp.,FSA,MED,20190801            ,20200731            ,GRACE,20201031            ,90,0.00,2700.00
PLN,BENEFL,BENGOC,GreenWave Organization Corp.,FSA,MED,20200801            ,20210731            ,,20211031            ,90,0.00,2750.00
PLN,BENEFL,BENGOC,GreenWave Organization Corp.,HRA,HRA,20180801            ,20190731            ,,20191031            ,90,0.00,0.00
PLN,BENEFL,BENGOC,GreenWave Organization Corp.,HRA,HRA,20190801            ,20200731            ,,20201031            ,90,0.00,0.00
PLN,BENEFL,BENGOC,GreenWave Organization Corp.,HRA,HRA,20200801            ,20210731            ,,20211031            ,90,0.00,0.00
PLN,BENEFL,BENGOC,GreenWave Organization Corp.,RO3,DCAROL,20200801            ,20210731            ,,20211031            ,90,0.00,0.01
PLN,BENEFL,BENGOC,GreenWave Organization Corp.,ROL,FSAROL,20200801            ,20210731            ,,20211031            ,90,0.00,0.01
EMP,BENEFL,BENGOCO,"GoCo.io, Inc.",473201823,4747 Research Forest Drive Ste 180-246,,The Woodlands,TX,77381,nir@goco.io,214-498-6573,
PLN,BENEFL,BENGOCO,"GoCo.io, Inc.",AB2,HSA,20180101            ,20200331            ,,20200331            ,1,0.00,0.00
EMP,BENEFL,BENGOGO,"Gogotech II , LLC",611687880,1407 Broadway - Suite 700,,New York,NY,10018,jackies@gogotech.com,609-386-7193,
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",COI,COINSURANCE,20160801            ,20170731            ,,20171031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",COI,COINSURANCE,20170801            ,20180731            ,,20181031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",COI,COINSURANCE,20180801            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",COI,COINSURANCE,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",COI,COINSURANCE,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DCP,DCA,20170101            ,20170731            ,,20171031            ,90,0.00,5000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DCP,DCA,20170801            ,20180731            ,,20181031            ,90,0.00,5000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DCP,DCA,20180801            ,20181231            ,,20190331            ,90,0.00,2200.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DCP,DCA,20190101            ,20191231            ,,20200331            ,90,0.00,5000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DCP,DCA,20200101            ,20201231            ,,20210331            ,90,0.00,5000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DT2,LOWPLAN-TRACKING,20170801            ,20180731            ,,20181031            ,90,2000.00,4000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DT2,LOWTRACKING-HR3,20180801            ,20181231            ,,20190331            ,90,2000.00,4000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DT2,LOWTRACKING-HR3,20190101            ,20191231            ,,20200331            ,90,2000.00,4000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DT2,LOWTRACKING-HR3,20200101            ,20201231            ,,20210331            ,90,2000.00,4000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DTR,HIGHPLAN-TRACKING,20170801            ,20180731            ,,20181031            ,90,1000.00,2000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DTR,HIGHTRACKING-HRD,20180801            ,20181231            ,,20190331            ,90,1000.00,2000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DTR,HIGHTRACKING-HRD,20190101            ,20191231            ,,20200331            ,90,1000.00,2000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",DTR,HIGHTRACKING-HRD,20200101            ,20201231            ,,20210331            ,90,1000.00,2000.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",FSA,MED,20170101            ,20170731            ,,20171031            ,90,0.00,2600.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",FSA,MED,20170801            ,20180731            ,ROLLOVER,20181031            ,90,0.00,2600.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",FSA,MED,20180801            ,20181231            ,ROLLOVER,20190331            ,90,0.00,1130.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",FSA,MED,20190101            ,20191231            ,ROLLOVER,20200331            ,90,0.00,2700.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",FSA,MED,20200101            ,20201231            ,ROLLOVER,20210331            ,90,0.00,2750.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR2,ER-COPAY,20160801            ,20170731            ,,20171031            ,,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR2,ER-COPAY,20170801            ,20180731            ,,20181031            ,,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR2,ER-COPAY,20180801            ,20181231            ,,20190331            ,,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR2,ER-COPAY,20190101            ,20191231            ,,20200331            ,,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR2,ER-COPAY,20200101            ,20201231            ,,20210331            ,,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR3,DEDUCTIBLE-LOW,20160801            ,20170731            ,,20171031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR3,DEDUCTIBLE-LOW,20170801            ,20180731            ,,20181031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR3,DEDUCTIBLE-LOW,20180801            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR3,DEDUCTIBLE-LOW,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HR3,DEDUCTIBLE-LOW,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRA,COPAYS-HIGH,20160801            ,20170731            ,,20171031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRA,COPAYS-HIGH,20170801            ,20180731            ,,20181031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRA,COPAYS-HIGH,20180801            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRA,COPAYS-HIGH,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRA,COPAYS-HIGH,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRD,DEDUCTIBLE-HIGH,20160801            ,20170731            ,,20171031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRD,DEDUCTIBLE-HIGH,20170801            ,20180731            ,,20181031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRD,DEDUCTIBLE-HIGH,20180801            ,20181231            ,,20190331            ,,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRD,DEDUCTIBLE-HIGH,20190101            ,20191231            ,,20200331            ,,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRD,DEDUCTIBLE-HIGH,20200101            ,20201231            ,,20210331            ,,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRX,RX,20180801            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRX,RX,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRX,RX,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRX,RX-DEDUCTIBLE,20160801            ,20170731            ,,20171031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",HRX,RX-DEDUCTIBLE,20170801            ,20180731            ,,20181031            ,90,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",RO3,DCA-ROLL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",ROL,FSAROLL,20170101            ,20170731            ,,20171031            ,90,0.00,500.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",ROL,FSAROLL,20170801            ,20180731            ,,20181031            ,90,0.00,500.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",ROL,FSAROLL,20180801            ,20181231            ,,20190331            ,90,0.00,500.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",ROL,FSAROLL,20190101            ,20191231            ,,20200331            ,90,0.00,500.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",ROL,FSAROLL,20200101            ,20201231            ,,20210331            ,90,0.00,500.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",RX1,RX-COPAY,20160801            ,20170731            ,,20171031            ,,0.00,0.00
PLN,BENEFL,BENGOGO,"Gogotech II , LLC",RX1,RX-COPAY,20170801            ,20180731            ,,20181031            ,,0.00,0.00
EMP,BENEFL,BENGOLD,"The Goldstein Group, LLC",261358414,45 Eisenhower Drive,,Paramus,NJ,07652,ngoldstein@thegoldsteingroup.com,201-703-9700,
PLN,BENEFL,BENGOLD,"The Goldstein Group, LLC",HRA,HRA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENGOLD,"The Goldstein Group, LLC",HRA,HRA,20180101            ,20181231            ,,20181231            ,90,0.00,0.00
EMP,BENEFL,BENGOLDCR,Goldcrest Funding LLC,202749634,"10 West 33rd St, Ste 516",,New York,NY,10001,elena@bluebananagroup.com,212-947-9600,
PLN,BENEFL,BENGOLDCR,Goldcrest Funding LLC,PKG,PRK,20160101            ,20190328            ,,20190328            ,90,0.00,0.00
PLN,BENEFL,BENGOLDCR,Goldcrest Funding LLC,TRN,TRN,20160101            ,20190328            ,,20190328            ,90,0.00,0.00
PLN,BENEFL,BENGOLDCR,Goldcrest Funding LLC,TRP,TRP,20160101            ,20190328            ,,20190328            ,90,0.00,0.00
EMP,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",133333594,"c/o Gorayeb & Associates, P.C.","100 William Street, Ste 1900 - Attn: Roman Narkolayev",New York,NY,10038,rnarkolayev@gorayeb.com,212-267-9222,
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",HRA,HRA,20161101            ,20171031            ,,20180131            ,90,0.00,0.00
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",HRA,HRA,20171101            ,20181031            ,,20190131            ,90,0.00,0.00
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",HRA,HRA,20181101            ,20191031            ,,20200131            ,90,0.00,0.00
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",HRA,HRA,20191101            ,20201031            ,,20210131            ,90,0.00,0.00
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",HRA,HRA,20201101            ,20211031            ,,20220131            ,90,0.00,0.00
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",MRA,EXECHRA,20161101            ,20171031            ,,20180131            ,90,0.00,0.00
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",MRA,EXECHRA,20171101            ,20181031            ,,20190131            ,90,0.00,0.00
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",MRA,EXECHRA,20181101            ,20191031            ,,20200131            ,90,0.00,0.00
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",MRA,EXECHRA,20191101            ,20201031            ,,20210131            ,90,0.00,0.00
PLN,BENEFL,BENGORAY,"Gorayeb & Associates, P.C.",MRA,EXECHRA,20201101            ,20211031            ,,20220131            ,90,0.00,0.00
EMP,BENEFL,BENACTIVE,Active Frequency,263960596,686 Massachusetts Avenue,#304,Cambridge,MA,02139,kevin@activefrequency.com,617-744-9244,
PLN,BENEFL,BENACTIVE,Active Frequency,DCP,DCA,20170601            ,20171231            ,GRACE,20180415            ,30,0.00,5000.00
PLN,BENEFL,BENACTIVE,Active Frequency,DCP,DCA,20180101            ,20181231            ,GRACE,20190415            ,30,0.00,5000.00
PLN,BENEFL,BENACTIVE,Active Frequency,DCP,DCA,20190101            ,20191231            ,GRACE,20200215            ,30,0.00,5000.00
EMP,BENEFL,BENGORINC,"O'Gorman Brothers, Inc. ",223377281,dba Bathfitters - 160 State Route 35  Attn: Elizabeth Quevedo ,,Cliffwood Beach ,NJ,07735,,732-970-7850,
PLN,BENEFL,BENGORINC,"O'Gorman Brothers, Inc. ",HRA,HRA,20190801            ,20200630            ,,20200831            ,60,0.00,0.00
PLN,BENEFL,BENGORINC,"O'Gorman Brothers, Inc. ",HRA,HRA,20200701            ,20201231            ,,20210228            ,60,0.00,0.00
EMP,BENEFL,BENGORMAN,"O'Gorman Brothers, LLC",201055223,dba Bathfitter - 160 State Route 35  Attn: Elizabeth Quevedo ,,Cliffwood Beach ,NJ,07735,,732-970-7850,
PLN,BENEFL,BENGORMAN,"O'Gorman Brothers, LLC",HRA,HRA,20190801            ,20200630            ,,20200831            ,60,0.00,0.00
PLN,BENEFL,BENGORMAN,"O'Gorman Brothers, LLC",HRA,HRA,20200701            ,20201231            ,,20210228            ,60,0.00,0.00
EMP,BENEFL,BENGOSLLC,"GOS, LLC",471999690,"GOS, LLC C/O Jon P Cartier",115 State Street,Guilford,CT,06437,,203-453-6776,
PLN,BENEFL,BENGOSLLC,"GOS, LLC",HRA,HRA,20200701            ,20210630            ,,20210731            ,30,0.00,0.00
EMP,BENEFL,BENGOULD,Gould Investors L.P.,112763164,c/o Gould Investors L.P. ,60 Cutter Mill Road - 303,Great Neck,NY,11021,sethk@majprop.com; donnam@gouldlp.com,516-773-2719,
PLN,BENEFL,BENGOULD,Gould Investors L.P.,HRA,HRA,20171201            ,20181130            ,,20190228            ,90,0.00,0.00
PLN,BENEFL,BENGOULD,Gould Investors L.P.,HRA,HRA,20181201            ,20191130            ,,20200229            ,90,0.00,0.00
PLN,BENEFL,BENGOULD,Gould Investors L.P.,HRA,HRA,20191201            ,20201130            ,,20210228            ,90,0.00,0.00
PLN,BENEFL,BENGOULD,Gould Investors L.P.,HRA,HRA,20201201            ,20211130            ,,20220228            ,90,0.00,0.00
EMP,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,262727680,123 Chestnut Street,Suite 401,Philadelphia,PA,19106,lwall@hungercoalition.org,215-430-0555,
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,DCP,DCA,20161101            ,20171031            ,,20180131            ,90,0.00,5000.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,DCP,DCA,20171101            ,20181031            ,,20190131            ,90,0.00,5000.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,DCP,DCA,20181101            ,20191031            ,GRACE,20200131            ,90,0.00,5000.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,DCP,DCA,20191101            ,20201031            ,GRACE,20210131            ,90,0.00,5000.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,DCP,DCA,20201101            ,20211031            ,,20220131            ,90,0.00,5000.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,FSA,MED,20161101            ,20171031            ,,20180131            ,90,0.00,1500.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,FSA,MED,20171101            ,20181031            ,,20190131            ,90,0.00,1500.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,FSA,MED,20181101            ,20191031            ,GRACE,20200131            ,90,0.00,1500.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,FSA,MED,20191101            ,20201031            ,GRACE,20210131            ,90,0.00,1500.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,FSA,MED,20201101            ,20211031            ,ROLLOVER,20220131            ,90,0.00,1500.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR2,COPAYPRIMARY,20161101            ,20171031            ,,20180131            ,,0.00,50.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR2,COPAYPRIMARY,20171101            ,20181031            ,,20190131            ,,0.00,50.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR2,COPAYPRIMARY,20181101            ,20191031            ,,20200131            ,,0.00,50.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR2,COPAYPRIMARY,20191101            ,20201031            ,,20210131            ,,0.00,50.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR2,COPAYPRIMARY,20201101            ,20211031            ,,20220131            ,,0.00,50.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR3,COPAYSPECIALIST,20161101            ,20171031            ,,20180131            ,90,0.00,60.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR3,COPAYSPECIALIST,20171101            ,20181031            ,,20190131            ,90,0.00,60.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR3,COPAYSPECIALIST,20181101            ,20191031            ,,20200131            ,90,0.00,60.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR3,COPAYSPECIALIST,20191101            ,20201031            ,,20210131            ,90,0.00,60.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HR3,COPAYSPECIALIST,20201101            ,20211031            ,,20220131            ,90,0.00,60.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HRA,HRA,20161101            ,20171031            ,,20180131            ,90,0.00,1800.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HRA,HRA,20171101            ,20181031            ,,20190131            ,90,0.00,1800.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HRA,HRA,20181101            ,20191031            ,,20200131            ,90,0.00,1800.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HRA,HRA,20191101            ,20201031            ,,20210131            ,90,0.00,1800.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,HRA,HRA,20201101            ,20211031            ,,20220131            ,90,0.00,1800.00
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,RO3,DCA-ROLL,20201101            ,20211031            ,GRACE,20220131            ,90,0.00,0.01
PLN,BENEFL,BENGPCAH,Greater Philadelphia Coalition ,ROL,FSA-ROLL,20201101            ,20211031            ,,20220131            ,90,0.00,0.01
EMP,BENEFL,BENGPWA,"GPW and Associates, Inc.",860916908,"3101 N Central Ave, Suite 400",,Phoenix,AZ,85012,ndecarlo@gpwa.com; ycooke@gpwa.com,602-200-6927,
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",DCP,DCA,20180101            ,20181231            ,GRACE,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",DCP,DCA,20190101            ,20191231            ,GRACE,20200331            ,90,0.00,5000.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",DCP,DCA,20200101            ,20200331            ,,20200331            ,90,0.00,5000.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",DTR,HRA-TRACKING,20180101            ,20181231            ,,20190331            ,,0.00,0.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",DTR,HRA-TRACKING,20190101            ,20191231            ,,20200331            ,,0.00,0.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",DTR,HRA-TRACKING,20200101            ,20200331            ,,20200430            ,,0.00,0.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",FSA,MED,20180101            ,20181231            ,GRACE,20190331            ,90,0.00,2650.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",FSA,MED,20190101            ,20191231            ,GRACE,20200331            ,90,0.00,2700.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",FSA,MED,20200101            ,20200331            ,,20200331            ,90,0.00,2750.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",HRA,HRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",HRA,HRA,20200101            ,20200331            ,,20200430            ,90,0.00,0.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",MF1,FUNDING-FSA,20171201            ,20200331            ,,20200331            ,,0.00,0.00
PLN,BENEFL,BENGPWA,"GPW and Associates, Inc.",PCC,FUNDING-HRA,20171201            ,20200331            ,,20200331            ,,0.00,0.00
EMP,BENEFL,BENGQMGMT,Grosse and Quade Management Co.,232523160,c/o Grosse and Quade Management Co.,"762 E. Main Street, 2nd Floor",Lansdale,PA,19446,tthompson@gqmt.com,215-855-8700,
PLN,BENEFL,BENGQMGMT,Grosse and Quade Management Co.,DCP,DCA,20190101            ,20191231            ,,20191231            ,60,50.00,5000.00
PLN,BENEFL,BENGQMGMT,Grosse and Quade Management Co.,FSA,MED,20190101            ,20191231            ,,20191231            ,60,50.00,2700.00
EMP,BENEFL,BENGRACEL,Grace Lutheran Church,,400 Hempstead Avenue,,Malverne,NY,11565,lheiman@glcas.org,516-599-6626,
PLN,BENEFL,BENGRACEL,Grace Lutheran Church,HRA,HRA,20200301            ,20210228            ,,20210531            ,90,0.00,0.00
EMP,BENEFL,BENGRCON,Grand Concourse Academy Charter School,830396763,625 Bolton Ave,,Bronx,NY,10473,,718-684-6505,
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DCP,DCA,20171201            ,20181130            ,,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DCP,DCA,20181201            ,20191130            ,,20200331            ,90,0.00,5000.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DCP,DCA,20191201            ,20201130            ,,20210228            ,90,0.00,5000.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DCP,DCA,20201201            ,20211130            ,ROLLOVER,20220228            ,90,0.00,5000.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DED,DED-TRACKING,20171201            ,20181130            ,,20190228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DT2,IN-COINS-TRACKING,20191201            ,20201130            ,,20210228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DT2,IN-COINS-TRACKING,20201201            ,20211130            ,,20220228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DT2,OPH-TRACKER,20161201            ,20171130            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DTR,HRD-TRACKER,20161201            ,20171130            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DTR,IN-DED-TRACKING,20191201            ,20201130            ,,20210228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DTR,IN-DED-TRACKING,20201201            ,20211130            ,,20220228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,DTR,TRACKING-ACCOUNT,20181201            ,20191130            ,,20200229            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,FSA,MED,20161201            ,20171130            ,,20180331            ,90,0.00,2600.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,FSA,MED,20171201            ,20181130            ,ROLLOVER,20190331            ,90,0.00,2600.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,FSA,MED,20181201            ,20191130            ,ROLLOVER,20200331            ,90,0.00,2700.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,FSA,MED,20191201            ,20201130            ,ROLLOVER,20210228            ,90,0.00,2700.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,FSA,MED,20201201            ,20211130            ,ROLLOVER,20220228            ,90,0.00,2750.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HR2,EMER-ROOM,20161201            ,20171130            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HR2,EMER-ROOM,20171201            ,20181130            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HR2,EMER-ROOM,20181201            ,20191130            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HR2,IN-COINS,20191201            ,20201130            ,,20210228            ,90,4000.00,8250.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HR2,IN-COINS,20201201            ,20211130            ,,20220228            ,90,4000.00,8250.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRA,HRA,20161201            ,20171130            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRA,HRACOPAY,20171201            ,20181130            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRA,HRACOPAY,20181201            ,20191130            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRA,HRACOPAY,20191201            ,20201130            ,,20210228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRA,HRACOPAY,20201201            ,20211130            ,,20220228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRD,DEDCOINS,20181201            ,20191130            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRD,DEDUCTIBLE,20161201            ,20171130            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRD,DEDUCTIBLE,20171201            ,20181130            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRD,IN-DED,20191201            ,20201130            ,,20210228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,HRD,IN-DED,20201201            ,20211130            ,,20220228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,OPH,MAX-OP,20161201            ,20171130            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,OPH,MAX-OP-COINS,20171201            ,20181130            ,,20190228            ,90,0.00,0.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,RO3,DCA-ROLL,20201201            ,20211130            ,,20220228            ,90,0.00,0.01
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,ROL,FSA,20171201            ,20181130            ,,20190331            ,90,0.00,500.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,ROL,FSA,20181201            ,20191130            ,,20200331            ,90,0.00,500.00
PLN,BENEFL,BENGRCON,Grand Concourse Academy Charter School,ROL,FSA,20191201            ,20201130            ,,20210228            ,90,0.00,0.01
