ClientName,DivisionName,ModeOrder,ModeName,Description,Qty
"Signature Systems, Inc.","Signature Systems, Inc.",1,Letters,COBRA General Rights Notice,1
"Signature Systems, Inc.","Signature Systems, Inc.",1,Letters,Late Payment Reminder,1
Sisters of St Francis of Colorado Spring,Franciscan Community Counseling Inc,1,Letters,Plan Change Notice,1
Sisters of St Francis of Colorado Spring,Franciscan Community Counseling Inc,1,Letters,QB Open Enrollment Notification,1
Sisters of St Francis of Colorado Spring,Sisters of St Francis of Colorado Springs,1,Letters,Open Enrollment Reminder,1
Sisters of St Francis of Colorado Spring,Sisters of St Francis of Colorado Springs,1,Letters,Plan Change Notice,6
Sisters of St Francis of Colorado Spring,Sisters of St Francis of Colorado Springs,1,Letters,QB Open Enrollment Notification,6
Sisters of St Francis of Colorado Spring,St. Francis Nursing Center,1,Letters,COBRA General Rights Notice,1
Sisters of St Francis of Colorado Spring,St. Francis Nursing Center,1,Letters,Late Payment Reminder,1
Sisters of St Francis of Colorado Spring,St. Francis Nursing Center,1,Letters,Open Enrollment Reminder,3
Sisters of St Francis of Colorado Spring,St. Francis Nursing Center,1,Letters,Plan Change Notice,37
Sisters of St Francis of Colorado Spring,St. Francis Nursing Center,1,Letters,QB Open Enrollment Notification,36
Small Mine Development,Small Mine Development,1,Letters,COBRA General Rights Notice,20
Small Mine Development,Small Mine Development,1,Letters,COBRA Specific Rights Notice Letter,15
Small Mine Development,Small Mine Development,1,Letters,Late Payment Reminder,2
Small Mine Development,Small Mine Development,1,Letters,Plan Change Notice,1
"SMC Management, Inc.","SMC Management, Inc.",1,Letters,COBRA General Rights Notice,1
"SMC Management, Inc.","SMC Management, Inc.",1,Letters,COBRA Specific Rights Notice Letter,3
"SMC Management, Inc.","SMC Management, Inc.",2,Inserts,HIPAA Certificate,3
Smiles 4 Keeps,Smiles 4 Keeps,1,Letters,Late Payment Reminder,1
"Smith Automotive Group, LLC TERM EFFECTIVE 10/31/2021",Nissan Newnan LLC,1,Letters,Late Payment Reminder,1
"Smith Automotive Group, LLC TERM EFFECTIVE 10/31/2021",Nissan Union City LLC,1,Letters,Conversion Option Notice,1
"Smith Automotive Group, LLC TERM EFFECTIVE 10/31/2021",Nissan Union City LLC,1,Letters,Late Payment Reminder,1
Solar United Neighbors,Solar United Neighbors,1,Letters,Late Payment Reminder,1
"Solomon Ward Seidenwurm & Smith, LLP","Solomon Ward Seidenwurm & Smith, LLP",1,Letters,COBRA General Rights Notice,1
"Solomon Ward Seidenwurm & Smith, LLP","Solomon Ward Seidenwurm & Smith, LLP",1,Letters,Late Payment Reminder,2
"Solomon Ward Seidenwurm & Smith, LLP","Solomon Ward Seidenwurm & Smith, LLP",1,Letters,Plan Change Notice,1
South Jersey Industries Inc.,DIRECT BILLING,1,Letters,SPM Late Payment Reminder,6
South Jersey Industries Inc.,DIRECT BILLING,1,Letters,SPM Partial Payment Notice,2
South Jersey Industries Inc.,DIRECT BILLING,1,Letters,SPM Plan Change Notice,1
South Jersey Industries Inc.,DIRECT BILLING,1,Letters,SPM Premium Coupon Book,1
South Jersey Industries Inc.,DIRECT BILLING,1,Letters,SPM Termination Notice,1
South Jersey Industries Inc.,Elizabethtown Gas,1,Letters,COBRA General Rights Notice,2
South Jersey Industries Inc.,Elizabethtown Gas,1,Letters,COBRA Specific Rights Notice Letter,2
South Jersey Industries Inc.,Elizabethtown Gas,1,Letters,Enrollment Confirmation Notice,1
South Jersey Industries Inc.,Elizabethtown Gas,1,Letters,Main Address Change Notice To New Address,1
South Jersey Industries Inc.,Elizabethtown Gas,2,Inserts,HIPAA Certificate,2
South Jersey Industries Inc.,ETG - Local 424,1,Letters,COBRA General Rights Notice,1
South Jersey Industries Inc.,SJG - Local 76/95,1,Letters,Conversion Option Notice,1
South Jersey Industries Inc.,SJG - Local 76/95,1,Letters,Late Payment Reminder,3
South Jersey Industries Inc.,South Jersey Energy Solutions,1,Letters,Late Payment Reminder,1
South Jersey Industries Inc.,South Jersey Gas,1,Letters,COBRA General Rights Notice,3
South Jersey Industries Inc.,South Jersey Gas,1,Letters,Late Payment Reminder,1
South Jersey Industries Inc.,South Jersey Gas,1,Letters,Plan Change Notice,1
South Jersey Industries Inc.,South Jersey Industries Inc.,1,Letters,COBRA General Rights Notice,5
South Jersey Industries Inc.,South Jersey Industries Inc.,1,Letters,COBRA Termination Notice,1
South Jersey Industries Inc.,South Jersey Industries Inc.,1,Letters,SPM Late Payment Reminder,1
South Jersey Industries Inc.,South Jersey Industries Inc.,1,Letters,SPM Premium Coupon Book,1
South Jersey Industries Inc.,South Jersey Industries Inc.,1,Letters,SPM Termination Notice,1
South Jersey Industries Inc.,South Jersey Industries Inc.,2,Inserts,HIPAA Certificate,1
South Jersey Industries Inc.,South Jersey Industry Utilities,1,Letters,COBRA General Rights Notice,3
South Jersey Industries Inc.,South Jersey Industry Utilities,1,Letters,COBRA Specific Rights Notice Letter,1
South Jersey Industries Inc.,South Jersey Industry Utilities,2,Inserts,HIPAA Certificate,1
Southern New Jersey Perinatal Cooperative,Southern New Jersey Perinatal Cooperative,1,Letters,COBRA General Rights Notice,4
Southern New Jersey Perinatal Cooperative,Southern New Jersey Perinatal Cooperative,1,Letters,COBRA Specific Rights Notice Letter,3
Southern New Jersey Perinatal Cooperative,Southern New Jersey Perinatal Cooperative,2,Inserts,HIPAA Certificate,3
Sovereign Medical Services,Sovereign Medical Services,1,Letters,45 Day Notice With Partial Payment,1
Sovereign Medical Services,Sovereign Medical Services,1,Letters,COBRA Specific Rights Notice Letter,1
Sovereign Medical Services,Sovereign Medical Services,1,Letters,Conversion Option Notice,7
Sovereign Medical Services,Sovereign Medical Services,1,Letters,Late Payment Reminder,6
Sovereign Medical Services,Sovereign Medical Services,1,Letters,Open Election Summary,2
Sovereign Medical Services,Sovereign Medical Services,1,Letters,Open Enrollment Reminder,6
Sovereign Medical Services,Sovereign Medical Services,1,Letters,Partial Payment Notice,1
Sovereign Medical Services,Sovereign Medical Services,1,Letters,Plan Change Notice,69
Sovereign Medical Services,Sovereign Medical Services,1,Letters,QB Open Enrollment Notification,72
Sovereign Medical Services,Sovereign Medical Services,1,Letters,QB Premium Coupon Book,1
Spiezle Architectural Group,Spiezle Architectural Group,1,Letters,COBRA General Rights Notice,2
Spiezle Architectural Group,Spiezle Architectural Group,1,Letters,COBRA Termination Notice,1
Spiezle Architectural Group,Spiezle Architectural Group,2,Inserts,HIPAA Certificate,1
SPINS LLC,SPINS LLC,1,Letters,COBRA General Rights Notice,11
SPINS LLC,SPINS LLC,1,Letters,COBRA Specific Rights Notice Letter,7
SPINS LLC,SPINS LLC,1,Letters,Enrollment Confirmation Notice,1
SPINS LLC,SPINS LLC,1,Letters,Late Payment Reminder,5
SPINS LLC,SPINS LLC,2,Inserts,HIPAA Certificate,7
"St Joe Corporate Services, LLC.",The St. Joe Company,1,Letters,COBRA Specific Rights Notice Letter,2
"St Joe Corporate Services, LLC.",The St. Joe Company,1,Letters,Conversion Option Notice,1
"St Joe Corporate Services, LLC.",The St. Joe Company,1,Letters,Late Payment Reminder,3
"St Joe Corporate Services, LLC.",The St. Joe Company,1,Letters,QB Premium Coupon Book,1
"St Joe Corporate Services, LLC.",The St. Joe Company,2,Inserts,HIPAA Certificate,2
Starfinder Foundation,Starfinder Foundation,1,Letters,COBRA Specific Rights Notice Letter,1
Starfinder Foundation,Starfinder Foundation,1,Letters,QB Open Enrollment Notification,2
Starfinder Foundation,Starfinder Foundation,2,Inserts,HIPAA Certificate,1
State Bar of Arizona,State Bar of Arizona,1,Letters,Open Enrollment Reminder,2
"Steel Masters, LP","Steel Masters, LP",1,Letters,COBRA General Rights Notice,1
"Steel Masters, LP","Steel Masters, LP",1,Letters,COBRA Specific Rights Notice Letter,4
"Steel Masters, LP","Steel Masters, LP",2,Inserts,HIPAA Certificate,1
Stepping Stones Children's Center Incorporated,Stepping Stones Children's Center Incorporated,1,Letters,COBRA General Rights Notice,3
Stepping Stones Children's Center Incorporated,Stepping Stones Children's Center Incorporated,1,Letters,COBRA Specific Rights Notice Letter,2
Stepping Stones Children's Center Incorporated,Stepping Stones Children's Center Incorporated,2,Inserts,HIPAA Certificate,1
Sterling 5,Sterling 5,1,Letters,Late Payment Reminder,1
"Steven Douglas Associates, LLC","Steven Douglas Associates, LLC",1,Letters,45 Day Notice With No Payment,1
"Steven Douglas Associates, LLC","Steven Douglas Associates, LLC",1,Letters,COBRA Specific Rights Notice Letter,15
"Steven Douglas Associates, LLC","Steven Douglas Associates, LLC",1,Letters,Conversion Option Notice,7
"Steven Douglas Associates, LLC","Steven Douglas Associates, LLC",1,Letters,Enrollment Confirmation Notice,1
"Steven Douglas Associates, LLC","Steven Douglas Associates, LLC",1,Letters,Late Payment Reminder,6
"Steven Douglas Associates, LLC","Steven Douglas Associates, LLC",2,Inserts,HIPAA Certificate,12
"StoneRidge Retirement Living Communities, Inc.","StoneRidge Retirement Living Communities, Inc.",1,Letters,COBRA General Rights Notice,2
"StoneRidge Retirement Living Communities, Inc.","StoneRidge Retirement Living Communities, Inc.",1,Letters,COBRA Specific Rights Notice Letter,13
"StoneRidge Retirement Living Communities, Inc.","StoneRidge Retirement Living Communities, Inc.",1,Letters,Conversion Option Notice,1
"StoneRidge Retirement Living Communities, Inc.","StoneRidge Retirement Living Communities, Inc.",1,Letters,QB Premium Coupon Book,1
"StoneRidge Retirement Living Communities, Inc.","StoneRidge Retirement Living Communities, Inc.",2,Inserts,HIPAA Certificate,12
Stubbs Power Sports,Stubbs Power Sports,1,Letters,COBRA General Rights Notice,2
Stubbs Power Sports,Stubbs Power Sports,1,Letters,COBRA Specific Rights Notice Letter,3
Stubbs Power Sports,Stubbs Power Sports,1,Letters,Conversion Option Notice,1
Stubbs Power Sports,Stubbs Power Sports,2,Inserts,HIPAA Certificate,2
"Stuzo, LLC","Stuzo, LLC",1,Letters,COBRA Specific Rights Notice Letter,1
"Stuzo, LLC","Stuzo, LLC",2,Inserts,HIPAA Certificate,1
"Sudano Produce, LLC","Sudano Produce, LLC",1,Letters,COBRA General Rights Notice,2
"Sudano Produce, LLC","Sudano Produce, LLC",1,Letters,COBRA Specific Rights Notice Letter,1
"Sudano Produce, LLC","Sudano Produce, LLC",2,Inserts,HIPAA Certificate,1
Sulzer APS US Holding Inc.,GEKA,1,Letters,COBRA Specific Rights Notice Letter,1
Sulzer APS US Holding Inc.,GEKA,2,Inserts,HIPAA Certificate,1
Sulzer US Holdings Inc.,Chemtech,1,Letters,COBRA General Rights Notice,1
Sulzer US Holdings Inc.,Chemtech,1,Letters,COBRA Specific Rights Notice Letter,12
Sulzer US Holdings Inc.,Chemtech,1,Letters,COBRA Termination Notice,3
Sulzer US Holdings Inc.,Chemtech,1,Letters,Conversion Option Notice,1
Sulzer US Holdings Inc.,Chemtech,1,Letters,Open Enrollment Reminder,4
Sulzer US Holdings Inc.,Chemtech,1,Letters,Plan Change Notice,3
Sulzer US Holdings Inc.,Chemtech,1,Letters,QB Open Enrollment Notification,5
Sulzer US Holdings Inc.,Chemtech,1,Letters,Subsidy Notice,1
Sulzer US Holdings Inc.,Chemtech,2,Inserts,HIPAA Certificate,15
Sulzer US Holdings Inc.,EMS,1,Letters,COBRA General Rights Notice,1
Sulzer US Holdings Inc.,EMS,1,Letters,COBRA Specific Rights Notice Letter,2
Sulzer US Holdings Inc.,EMS,1,Letters,Late Payment Reminder,1
Sulzer US Holdings Inc.,EMS,1,Letters,Open Enrollment Reminder,4
Sulzer US Holdings Inc.,EMS,1,Letters,Partial Payment Notice,4
Sulzer US Holdings Inc.,EMS,1,Letters,Plan Change Notice,36
Sulzer US Holdings Inc.,EMS,1,Letters,QB Open Enrollment Notification,35
Sulzer US Holdings Inc.,GTC,1,Letters,COBRA Specific Rights Notice Letter,2
Sulzer US Holdings Inc.,GTC,1,Letters,COBRA Termination Notice,1
Sulzer US Holdings Inc.,GTC,1,Letters,Open Enrollment Reminder,6
Sulzer US Holdings Inc.,GTC,1,Letters,Partial Payment Notice,1
Sulzer US Holdings Inc.,GTC,1,Letters,Plan Change Notice,7
Sulzer US Holdings Inc.,GTC,1,Letters,QB Open Enrollment Notification,7
Sulzer US Holdings Inc.,GTC,2,Inserts,HIPAA Certificate,3
Sulzer US Holdings Inc.,Pump Services,1,Letters,COBRA General Rights Notice,1
Sulzer US Holdings Inc.,Pump Services,1,Letters,COBRA Specific Rights Notice Letter,3
Sulzer US Holdings Inc.,Pump Services,1,Letters,COBRA Termination Notice,4
Sulzer US Holdings Inc.,Pump Services,1,Letters,Open Enrollment Reminder,4
Sulzer US Holdings Inc.,Pump Services,1,Letters,Plan Change Notice,5
Sulzer US Holdings Inc.,Pump Services,1,Letters,QB Open Enrollment Notification,5
Sulzer US Holdings Inc.,Pump Services,2,Inserts,HIPAA Certificate,6
Sulzer US Holdings Inc.,Pump Solutions,1,Letters,COBRA General Rights Notice,1
Sulzer US Holdings Inc.,Pump Solutions,1,Letters,COBRA Specific Rights Notice Letter,1
Sulzer US Holdings Inc.,Pump Solutions,1,Letters,Open Enrollment Reminder,6
Sulzer US Holdings Inc.,Pump Solutions,1,Letters,Plan Change Notice,7
Sulzer US Holdings Inc.,Pump Solutions,1,Letters,QB Open Enrollment Notification,7
Sulzer US Holdings Inc.,Pump Solutions,2,Inserts,HIPAA Certificate,1
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,45 Day Notice With No Payment,1
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,COBRA Specific Rights Notice Letter,7
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,COBRA Termination Notice,3
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,Enrollment Confirmation Notice,8
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,Insignificant Payment Notice,3
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,Late Payment Reminder,2
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,Main Address Change Notice To New Address,1
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,Open Election Summary,4
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,Open Enrollment Reminder,36
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,Partial Payment Notice,4
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,Participant Communication,1
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,Plan Change Notice,80
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,QB Open Enrollment Notification,80
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,QB Premium Coupon Book,1
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,SPM Late Payment Reminder,1
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,SPM Main Address Change Notice to New Address,1
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,SPM Main Address Change Notice to Old Address,1
Sulzer US Holdings Inc.,Pumps Equipment,1,Letters,SPM Premium Coupon Book,11
Sulzer US Holdings Inc.,Pumps Equipment,2,Inserts,HIPAA Certificate,10
Sulzer US Holdings Inc.,Sulzer Turbo Services Houston,1,Letters,COBRA General Rights Notice,10
Sulzer US Holdings Inc.,Sulzer Turbo Services Houston,1,Letters,COBRA Termination Notice,6
Sulzer US Holdings Inc.,Sulzer Turbo Services Houston,1,Letters,Open Enrollment Reminder,2
Sulzer US Holdings Inc.,Sulzer Turbo Services Houston,1,Letters,Partial Payment Notice,1
Sulzer US Holdings Inc.,Sulzer Turbo Services Houston,1,Letters,Plan Change Notice,16
Sulzer US Holdings Inc.,Sulzer Turbo Services Houston,1,Letters,QB Open Enrollment Notification,13
Sulzer US Holdings Inc.,Sulzer Turbo Services Houston,2,Inserts,HIPAA Certificate,6
Sulzer US Holdings Inc.,Tower Field Service (US),1,Letters,COBRA General Rights Notice,1
Sulzer US Holdings Inc.,Tower Field Service (US),1,Letters,Open Enrollment Reminder,3
Sulzer US Holdings Inc.,Tower Field Service (US),1,Letters,Plan Change Notice,3
Sulzer US Holdings Inc.,Tower Field Service (US),1,Letters,QB Open Enrollment Notification,3
Sulzer US Holdings Inc.,Turbo New Orleans,1,Letters,COBRA General Rights Notice,1
Sulzer US Holdings Inc.,Turbo New Orleans,1,Letters,COBRA Specific Rights Notice Letter,4
Sulzer US Holdings Inc.,Turbo New Orleans,1,Letters,Conversion Option Notice,1
Sulzer US Holdings Inc.,Turbo New Orleans,1,Letters,Open Enrollment Reminder,4
Sulzer US Holdings Inc.,Turbo New Orleans,1,Letters,Plan Change Notice,4
Sulzer US Holdings Inc.,Turbo New Orleans,1,Letters,QB Open Enrollment Notification,5
Sulzer US Holdings Inc.,Turbo New Orleans,1,Letters,QB Premium Coupon Book,1
Sulzer US Holdings Inc.,Turbo New Orleans,2,Inserts,HIPAA Certificate,4
Summit Area YMCA,Summit Area YMCA,1,Letters,COBRA Termination Notice,1
Summit Area YMCA,Summit Area YMCA,1,Letters,Late Payment Reminder,1
Summit Area YMCA,Summit Area YMCA,1,Letters,Voided Payment Notice,1
Summit Operating Services Company LLC,Summit Operating Services Company LLC,1,Letters,COBRA General Rights Notice,6
Summit Operating Services Company LLC,Summit Operating Services Company LLC,1,Letters,COBRA Specific Rights Notice Letter,7
Summit Operating Services Company LLC,Summit Operating Services Company LLC,1,Letters,COBRA Termination Notice,1
Summit Operating Services Company LLC,Summit Operating Services Company LLC,1,Letters,Plan Change Notice,1
Sunrise Toyota Scion,Sunrise Toyota,1,Letters,45 Day Notice With Partial Payment,4
Sunrise Toyota Scion,Sunrise Toyota,1,Letters,COBRA Specific Rights Notice Letter,2
Sunrise Toyota Scion,Sunrise Toyota,1,Letters,COBRA Termination Notice,2
Sunrise Toyota Scion,Sunrise Toyota,1,Letters,Late Payment Reminder,1
Sunrise Toyota Scion,Sunrise Toyota,1,Letters,Plan Change Notice,7
Sunrise Toyota Scion,Sunrise Toyota,1,Letters,QB Open Enrollment Notification,8
Sunrise Toyota Scion,Sunrise Toyota,2,Inserts,HIPAA Certificate,4
Suvoda LLC,Portland Office,1,Letters,COBRA General Rights Notice,1
Suvoda LLC,Portland Office,1,Letters,COBRA Specific Rights Notice Letter,1
Suvoda LLC,Portland Office,2,Inserts,HIPAA Certificate,1
Suvoda LLC,Suvoda LLC,1,Letters,COBRA General Rights Notice,4
Suvoda LLC,Suvoda LLC,1,Letters,COBRA Specific Rights Notice Letter,2
Suvoda LLC,Suvoda LLC,2,Inserts,HIPAA Certificate,2
Swanktek Inc,Swanktek Inc,1,Letters,COBRA Specific Rights Notice Letter,1
Swanktek Inc,Swanktek Inc,2,Inserts,HIPAA Certificate,1
SynergyLabs LLC TERM 11/30/2021,SynergyLabs LLC,1,Letters,COBRA Termination Notice,1
SynergyLabs LLC TERM 11/30/2021,SynergyLabs LLC,1,Letters,Plan Change Notice,7
SynergyLabs LLC TERM 11/30/2021,SynergyLabs LLC,2,Inserts,HIPAA Certificate,1
Talbot Hospice Foundation Inc,Talbot Hospice Foundation Inc,1,Letters,COBRA General Rights Notice,35
Talbot Hospice Foundation Inc,Talbot Hospice Foundation Inc,1,Letters,Takeover Notice,1
Tasty Trade Inc,Tasty Trade Inc,1,Letters,COBRA General Rights Notice,3
Taylor Employee Leasing LLC TERM EFFECTIVE 09/30/2021,Hermitage Chevy Toyota,1,Letters,Late Payment Reminder,1
TDC Transport LLC,TDC Transport LLC,1,Letters,COBRA General Rights Notice,1
"Tea Craft Two, LLC","Tea Craft Two, LLC",1,Letters,COBRA Specific Rights Notice Letter,1
"Tea Craft Two, LLC","Tea Craft Two, LLC",2,Inserts,HIPAA Certificate,1
Teknion Data Solutions,Teknion Data Solutions,1,Letters,Insignificant Payment Notice,2
Teknion Data Solutions,Teknion Data Solutions,1,Letters,Partial Payment Notice,2
Teknion Data Solutions,Teknion Data Solutions,1,Letters,Plan Change Notice,12
Telfair County Board of Commissioners,Telfair County Board of Commissioners,1,Letters,COBRA Specific Rights Notice Letter,3
Telfair County Board of Commissioners,Telfair County Board of Commissioners,2,Inserts,HIPAA Certificate,3
"Telluride Bud Company, LLC","Telluride Bud Company, LLC",1,Letters,COBRA Specific Rights Notice Letter,3
"Telluride Bud Company, LLC","Telluride Bud Company, LLC",2,Inserts,HIPAA Certificate,2
Telophase Corporation,Telophase Corporation,1,Letters,COBRA General Rights Notice,1
Telophase Corporation,Telophase Corporation,1,Letters,COBRA Specific Rights Notice Letter,2
Telophase Corporation,Telophase Corporation,1,Letters,Insignificant Payment Notice,1
Telophase Corporation,Telophase Corporation,1,Letters,Open Enrollment Reminder,1
Telophase Corporation,Telophase Corporation,1,Letters,Plan Change Notice,1
Telophase Corporation,Telophase Corporation,1,Letters,QB Open Enrollment Notification,1
Telophase Corporation,Telophase Corporation,2,Inserts,HIPAA Certificate,2
Tesco South,Tesco South,1,Letters,COBRA General Rights Notice,1
Tesco South,Tesco South,1,Letters,COBRA Specific Rights Notice Letter,1
Tesco South,Tesco South,2,Inserts,HIPAA Certificate,1
TEST Company,TEST Company,1,Letters,SPM Late Payment Reminder,1
TEST Company,TEST Company,1,Letters,SPM Termination Notice,1
TEST Company-IRC,Test Board of County Commissions (BOCC),1,Letters,SPM Termination Notice,6
TEST Company-IRC,Test Clerk of Court (COC),1,Letters,SPM Termination Notice,3
"Tetracore, Inc.","Tetracore, Inc.",1,Letters,AEI 2021 Subsidy Eligible Notice,1
"Tetracore, Inc.","Tetracore, Inc.",1,Letters,COBRA General Rights Notice,2
"Tetracore, Inc.","Tetracore, Inc.",1,Letters,COBRA Specific Rights Notice Letter,1
"Tetracore, Inc.","Tetracore, Inc.",1,Letters,Conversion Option Notice,1
"Tetracore, Inc.","Tetracore, Inc.",1,Letters,Medicare Notice,1
"Tetracore, Inc.","Tetracore, Inc.",1,Letters,Reinstatement Notice,1
"Tetracore, Inc.","Tetracore, Inc.",1,Letters,Takeover Notice,5
"Tetracore, Inc.","Tetracore, Inc.",2,Inserts,HIPAA Certificate,1
Texas First Bank,Texas First Bank,1,Letters,COBRA General Rights Notice,5
Texas First Bank,Texas First Bank,1,Letters,COBRA Specific Rights Notice Letter,2
Texas First Bank,Texas First Bank,1,Letters,Insignificant Payment Notice,1
Texas First Bank,Texas First Bank,1,Letters,Participant Communication,1
Texas First Bank,Texas First Bank,1,Letters,Plan Change Notice,13
Tharanco Group LLC,109614,1,Letters,COBRA General Rights Notice,1
Tharanco Group LLC,49042,1,Letters,COBRA General Rights Notice,3
Tharanco Group LLC,49042,1,Letters,Late Payment Reminder,1
Tharanco Group LLC,Tharanco Group LLC,1,Letters,COBRA Specific Rights Notice Letter,1
Tharanco Group LLC,Tharanco Group LLC,1,Letters,Late Payment Reminder,1
Tharanco Group LLC,Tharanco Group LLC,2,Inserts,HIPAA Certificate,1
"Tharco, Inc.","Tharco, Inc.",1,Letters,COBRA General Rights Notice,1
The Benchmark Company LLC,The Benchmark Company,1,Letters,Insignificant Payment Notice,1
The Benchmark Company LLC,The Benchmark Company,1,Letters,Late Payment Reminder,2
The Benchmark Company LLC,The Benchmark Company,1,Letters,Open Enrollment Reminder,3
The Benchmark Company LLC,The Benchmark Company,1,Letters,Plan Change Notice,5
The Benchmark Company LLC,The Benchmark Company,1,Letters,QB Open Enrollment Notification,4
The Bronx Charter School for Children,The Bronx Charter School for Children,1,Letters,COBRA Specific Rights Notice Letter,3
The Bronx Charter School for Children,The Bronx Charter School for Children,2,Inserts,HIPAA Certificate,3
"The Burns Group NYC, LLP","The Burns Group NYC, LLP",1,Letters,COBRA Specific Rights Notice Letter,3
"The Burns Group NYC, LLP","The Burns Group NYC, LLP",2,Inserts,HIPAA Certificate,3
The Council on Recovery,The Council on Recovery,1,Letters,COBRA General Rights Notice,1
The Creek Inc.,Management,1,Letters,Conversion Option Notice,1
The Creek Inc.,Management,1,Letters,Enrollment Confirmation Notice,1
The Creek Inc.,Management,1,Letters,Late Payment Reminder,1
The Creek Inc.,Non-management,1,Letters,COBRA Specific Rights Notice Letter,2
The Creek Inc.,Non-management,2,Inserts,HIPAA Certificate,1
The Fahey Banking Company,The Fahey Banking Company,1,Letters,Conversion Option Notice,1
The House of The Good Shepherd,The House of The Good Shepherd,1,Letters,COBRA General Rights Notice,1
The House of The Good Shepherd,The House of The Good Shepherd,1,Letters,COBRA Specific Rights Notice Letter,1
The Kaiser Group,Dynamic Workforce Solutions,1,Letters,COBRA General Rights Notice,7
The Kaiser Group,Dynamic Workforce Solutions,1,Letters,COBRA Specific Rights Notice Letter,6
The Kaiser Group,Dynamic Workforce Solutions,1,Letters,Late Payment Reminder,2
The Kaiser Group,Dynamic Workforce Solutions,1,Letters,Plan Change Notice,1
The Kaiser Group,Dynamic Workforce Solutions,2,Inserts,HIPAA Certificate,5
The Kaiser Group,The Kaiser Group,1,Letters,COBRA General Rights Notice,7
The Kaiser Group,The Kaiser Group,1,Letters,COBRA Specific Rights Notice Letter,4
The Kaiser Group,The Kaiser Group,1,Letters,Enrollment Confirmation Notice,1
The Kaiser Group,The Kaiser Group,1,Letters,Late Payment Reminder,2
The Kaiser Group,The Kaiser Group,1,Letters,Partial Payment Notice,1
The Kaiser Group,The Kaiser Group,1,Letters,QB Premium Notice,1
The Kaiser Group,The Kaiser Group,2,Inserts,HIPAA Certificate,4
The Marker Group LLC,The Marker Group LLC,1,Letters,Late Payment Reminder,2
The Mary Campbell Center,Wilmington,1,Letters,COBRA General Rights Notice,1
The Mary Campbell Center,Wilmington,1,Letters,COBRA Specific Rights Notice Letter,3
The Mary Campbell Center,Wilmington,1,Letters,COBRA Termination Notice,1
The Mary Campbell Center,Wilmington,2,Inserts,HIPAA Certificate,4
The McConnell Group,The McConnell Group,1,Letters,COBRA General Rights Notice,1
The Note Bin,The Note Bin,1,Letters,COBRA Specific Rights Notice Letter,1
The Note Bin,The Note Bin,2,Inserts,HIPAA Certificate,1
The Proctor Dealerships,The Proctor Dealships.,1,Letters,COBRA General Rights Notice,5
The Proctor Dealerships,The Proctor Dealships.,1,Letters,COBRA Specific Rights Notice Letter,1
The Proctor Dealerships,The Proctor Dealships.,1,Letters,Plan Change Notice,19
The Studio Museum in Harlem,The Studio Museum in Harlem,1,Letters,COBRA Specific Rights Notice Letter,2
The Studio Museum in Harlem,The Studio Museum in Harlem,1,Letters,Plan Change Notice,15
The Studio Museum in Harlem,The Studio Museum in Harlem,2,Inserts,HIPAA Certificate,2
The Toa Reinsurance Company of America,New Jersey,1,Letters,COBRA General Rights Notice,2
The Toa Reinsurance Company of America,New Jersey,1,Letters,SPM Late Payment Reminder,1
The Toa Reinsurance Company of America,New Jersey,1,Letters,SPM Welcome Notice,1
"The Webb Law Firm, P.C.",The Webb Law Firm,1,Letters,COBRA General Rights Notice,1
"The Webb Law Firm, P.C.",The Webb Law Firm,1,Letters,COBRA Specific Rights Notice Letter,1
"The Webb Law Firm, P.C.",The Webb Law Firm,1,Letters,COBRA Termination Notice,1
"The Webb Law Firm, P.C.",The Webb Law Firm,1,Letters,Insignificant Payment Notice,1
"The Webb Law Firm, P.C.",The Webb Law Firm,1,Letters,Late Payment Reminder,1
"The Webb Law Firm, P.C.",The Webb Law Firm,1,Letters,Plan Change Notice,23
"The Webb Law Firm, P.C.",The Webb Law Firm,2,Inserts,HIPAA Certificate,2
"Therapy Partner Solutions Holding, LLC","Therapy Partner Solutions Holding, LLC",1,Letters,COBRA General Rights Notice,11
"Therapy Partner Solutions Holding, LLC","Therapy Partner Solutions Holding, LLC",1,Letters,COBRA Specific Rights Notice Letter,12
"Therapy Partner Solutions Holding, LLC","Therapy Partner Solutions Holding, LLC",1,Letters,Conversion Option Notice,1
"Therapy Partner Solutions Holding, LLC","Therapy Partner Solutions Holding, LLC",1,Letters,Late Payment Reminder,3
