Administrator Id,,Administrator Name,,Employer Id,,Employer,,,New Cards,,,Replacement Cards,,,Total Cards,
BENEFL,,Clarity Benefit Solutions,,BENTOCFLR,,"Touch of Color Flooring, Inc.",,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENTOTRES,,"Total Restoration, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTOUCH,,Touch Dynamic,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTPI,,"Therapeutic Pathways, Inc.",,,7,,,0,,,7,
BENEFL,,Clarity Benefit Solutions,,BENTRAX,,Trax Data Refinery,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTRILFT,,"Tri-Lift NJ, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTRITX,,"Tri-Tech Surveying Co., LP.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTROY,,Troy Corporation,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTRS,,Trenton Roofing & Siding,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTTLCRD,,"Total Cardiology Care, LLC",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTUCKER,,Tucker Company Worldwide,,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENTUNECR,,"Tunecore, Inc.",,,3,,,3,,,6,
BENEFL,,Clarity Benefit Solutions,,BENTWINCO,,"Twinco Manufacturing Co., Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTXFIRST,,Texas First Bank,,,40,,,0,,,40,
BENEFL,,Clarity Benefit Solutions,,BENUFCW,,United Food & Commercial Workers Union ,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENUHSCO,,United Hospital Supply,,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENUIPAM,,"UIP Asset Management, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENUIU,,Upper Iowa University,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENUNIPEC,,"Unipec America, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENUNIQES,,Unique Electric Solutions Inc.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENUNITY,,Unity Bank,,,4,,,7,,,11,
BENEFL,,Clarity Benefit Solutions,,BENURBAN,,Urban Assembly,,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENURBSTD,,"Urban Standard Development, LLC",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENUSIS,,"United States Information Systems, Inc.",,,4,,,10,,,14,
BENEFL,,Clarity Benefit Solutions,,BENUSLI,,USLI,,,6,,,4,,,10,
BENEFL,,Clarity Benefit Solutions,,BENVD,,Visit Dallas,,,6,,,2,,,8,
BENEFL,,Clarity Benefit Solutions,,BENVIBRA,,Vibra Screw Inc.,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENVIEBRI,,"VieBridge, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENVINE,,Vineland Packaging Corp,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENVIRSIG,,Virsig LLC,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENVNA,,Veja North America Inc,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENVOFNY,,Village of Freeport,,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENVOLATR,,Volatour Inc. ,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENVORNAD,,Vornado Realty Trust,,,8,,,24,,,32,
BENEFL,,Clarity Benefit Solutions,,BENVSPTECH,,"VSP Tech, Inc.",,,4,,,4,,,8,
BENEFL,,Clarity Benefit Solutions,,BENWACIF,,Washington Area Community Investment Fund (WACIF),,,10,,,0,,,10,
BENEFL,,Clarity Benefit Solutions,,BENWASH,,Township of Washington,,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENWATERM,,"Watermark, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENWEBSCH,,"Weber & Scher Manufacturing Company, Inc",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENWEDOCO,,WEDO,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENWEISS,,Weiss-Aug Company Inc.,,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENWEMBUS,,"We Mean Business Coalition, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENWESTIN,,Westin Homes and Properties,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENWFHC,,"Westside Family Healthcare, Inc.",,,10,,,0,,,10,
BENEFL,,Clarity Benefit Solutions,,BENWHRTON,,Wharton Lyon & Lyon,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENWHV,,White Horse Village Inc.,,,8,,,1,,,9,
BENEFL,,Clarity Benefit Solutions,,BENWHYHUN,,WhyHunger Inc.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENWILDAY,,Wiley Adult Day Center,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENWILMIS,,"Wiley Mission, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENWISEN,,"Wisenbaker Building Services, Inc.",,,2,,,5,,,7,
BENEFL,,Clarity Benefit Solutions,,BENWJDFAM,,Deutsch Family Wine & Spirits,,,8,,,12,,,20,
BENEFL,,Clarity Benefit Solutions,,BENWOLFF,,Chiesa Shahinian & Giantomasi PC,,,5,,,22,,,27,
BENEFL,,Clarity Benefit Solutions,,BENWORKIT,,"Workit Health, Inc",,,36,,,1,,,37,
BENEFL,,Clarity Benefit Solutions,,BENWOUCH,,"Wouch, Maloney & Co., LLP",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENWSTLKE,,Westlake Distributors Inc.,,,6,,,0,,,6,
BENEFL,,Clarity Benefit Solutions,,BENWSTWD,,Westwood Dermatology,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENWTWINT,,Winter Scale & Equipment,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENWWCINC,,Whippoorwill Club Inc.,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENWWE,,"World Wrestling Entertainment, Inc",,,1,,,3,,,4,
BENEFL,,Clarity Benefit Solutions,,BENWYTHE,,80 Wythe LLC,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENXHCARE,,"X-TREME HOME CARE, INC",,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENYBPCS,,YouthBuild Philadelphia Charter School,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENYMCA,,The Summit Area YMCA,,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENYPSI,,Charter Township of Ypsilanti,,,10,,,10,,,20,
BENEFL,,Clarity Benefit Solutions,,BENYRCHNY,,Your Choice of NY INC,,,10,,,13,,,23,
BENEFL,,Clarity Benefit Solutions,,BENYWCANY,,YWCA of the City of New York,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENZERION,,"Zerion Software,Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENZEROFX,,ZeroFOX,,,12,,,0,,,12,
BENEFL,,Clarity Benefit Solutions,,BENZEROPW,,Beyond Identity Inc.,,,3,,,0,,,3,
